Sale_ID,Product_ID,Store_ID,Sale_Date,Quantity_Sold,Revenue
70621382,P004,S104,2027-05-07,71,24496
606a0336,P002,S104,2027-05-08,125,21318
1b88a7dd,P001,S103,2027-05-09,213,39495
a54da831,P004,S103,2027-05-10,71,37641
9883023a,P001,S103,2027-05-11,42,10936
97056393,P004,S101,2027-05-12,439,27035
806a8dd3,P001,S101,2027-05-13,73,34330
ab57cfa7,P003,S104,2027-05-14,58,31542
3ca94974,P003,S101,2027-05-15,427,14223
542525d0,P002,S104,2027-05-16,19,27919
16df69ae,P004,S104,2027-05-17,330,19413
fdc88f87,P005,S101,2027-05-18,472,32797
4c3a9bad,P001,S102,2027-05-19,360,34455
15016cef,P004,S104,2027-05-20,373,21465
e318dd30,P002,S103,2027-05-21,376,33901
f2b3626a,P004,S101,2027-05-22,430,40299
6c7f68f7,P005,S103,2027-05-23,367,45031
beaea493,P002,S103,2027-05-24,22,10902
fdfe9ea8,P004,S104,2027-05-25,250,37530
1b1ce694,P005,S101,2027-05-26,411,30064
2d3eb67f,P002,S102,2027-05-27,24,26738
5ba8d08a,P001,S104,2027-05-28,273,16288
47de4743,P001,S103,2027-05-29,196,39365
f913e54e,P002,S101,2027-05-30,359,44593
383875d0,P001,S101,2027-05-31,229,2630
6fb98423,P001,S104,2027-06-01,196,28179
72318f95,P001,S103,2027-06-02,39,11886
e5e315f4,P003,S103,2027-06-03,169,12832
2b2897f5,P002,S103,2027-06-04,250,11730
432737c9,P005,S102,2027-06-05,337,15593
c0f9a682,P003,S103,2027-06-06,416,38718
c686ffe1,P001,S103,2027-06-07,150,29058
e5c20b84,P003,S101,2027-06-08,68,41807
ac2b2d8a,P005,S101,2027-06-09,129,47337
2c553c53,P003,S104,2027-06-10,367,24644
36a4b055,P003,S103,2027-06-11,456,36243
10c99ecf,P001,S102,2027-06-12,29,6217
10fcb431,P005,S101,2027-06-13,180,23206
c8e5f562,P002,S104,2027-06-14,375,33191
7667dba8,P002,S103,2027-06-15,274,23439
38b84b23,P002,S104,2027-06-16,70,24858
04c7ba8d,P001,S102,2027-06-17,89,6002
9ea66502,P001,S103,2027-06-18,493,4905
7eb59d08,P004,S103,2027-06-19,154,6248
c75f0f32,P004,S101,2027-06-20,115,40970
b807f770,P002,S103,2027-06-21,403,49888
dbce8949,P003,S103,2027-06-22,194,26972
9052aaa0,P003,S101,2027-06-23,418,9633
3356f149,P002,S101,2027-06-24,347,31736
e1aa9773,P002,S101,2027-06-25,64,14979
c8a6eda0,P004,S101,2027-06-26,165,44983
0802e474,P003,S104,2027-06-27,157,10183
f5cabe10,P005,S104,2027-06-28,149,22308
b51988db,P002,S102,2027-06-29,455,36631
04ea34e2,P005,S104,2027-06-30,243,31555
9ace7aac,P003,S103,2027-07-01,476,8682
4b5a25d1,P002,S101,2027-07-02,226,3130
ac89050b,P003,S103,2027-07-03,452,2737
b7a150e2,P001,S101,2027-07-04,340,24735
15de38ba,P004,S103,2027-07-05,458,3309
3206e89e,P002,S104,2027-07-06,136,2907
ee3ad0d5,P004,S102,2027-07-07,444,12593
454bde8c,P001,S104,2027-07-08,212,35247
724475ff,P003,S103,2027-07-09,290,46561
e0235b6c,P003,S104,2027-07-10,168,42382
25582fc9,P005,S101,2027-07-11,142,18799
12e8ae40,P002,S101,2027-07-12,305,49556
aa4ea908,P003,S103,2027-07-13,299,41219
37dae29a,P003,S101,2027-07-14,235,43968
f6814768,P005,S102,2027-07-15,135,28614
6c9c3f70,P002,S104,2027-07-16,45,1601
36413ac4,P005,S101,2027-07-17,125,6944
2c4f24b3,P001,S101,2027-07-18,78,46898
57dc0d89,P003,S104,2027-07-19,20,2446
e7413c21,P003,S104,2027-07-20,190,30295
9c1423a6,P004,S101,2027-07-21,18,7828
53c76bab,P004,S101,2027-07-22,34,31818
af8a4fcd,P002,S104,2027-07-23,438,5940
a036bfd0,P002,S102,2027-07-24,403,44356
7a784dd3,P004,S102,2027-07-25,175,7180
e1dad8e3,P004,S101,2027-07-26,18,25151
ddcd66d9,P002,S103,2027-07-27,344,41800
a289f501,P001,S102,2027-07-28,81,21758
49ab66f3,P003,S103,2027-07-29,230,23094
abd86810,P003,S101,2027-07-30,456,25227
5cb52910,P005,S103,2027-07-31,28,46682
3e06b8d6,P005,S103,2027-08-01,212,13810
0a0a43dc,P002,S104,2027-08-02,438,46648
8d101501,P003,S103,2027-08-03,362,43079
d8e6c0fc,P005,S104,2027-08-04,202,12401
760fe86d,P001,S103,2027-08-05,94,4323
679e06cd,P002,S104,2027-08-06,471,47846
cfbc1390,P005,S104,2027-08-07,288,49192
239fbb67,P002,S101,2027-08-08,365,30007
5d3d2aa8,P003,S103,2027-08-09,465,39662
37cc6cf3,P003,S102,2027-08-10,141,36512
787f6dce,P002,S104,2027-08-11,97,24446
6ab38396,P002,S104,2027-08-12,90,14006
1181fd0f,P001,S104,2027-08-13,199,28149
4005762e,P003,S102,2027-08-14,302,7100
d28b42a9,P002,S104,2027-08-15,468,20757
5100e994,P004,S103,2027-08-16,306,43331
b896c784,P004,S102,2027-08-17,238,29690
6f96d3ee,P003,S103,2027-08-18,181,8369
9090bea1,P001,S101,2027-08-19,13,32048
f07eb06a,P001,S103,2027-08-20,431,3629
b8be6e13,P003,S103,2027-08-21,190,23038
a5798bc9,P002,S101,2027-08-22,309,25749
5495a5f8,P003,S101,2027-08-23,171,26410
dc07ed9f,P003,S104,2027-08-24,495,2829
79a4d6a3,P005,S102,2027-08-25,187,15578
d40559e2,P005,S102,2027-08-26,50,9406
67fea533,P001,S101,2027-08-27,197,20253
1f8ab7b0,P005,S103,2027-08-28,14,45338
171b7b3f,P004,S103,2027-08-29,239,32701
3a8df583,P004,S101,2027-08-30,41,23830
301cf444,P005,S104,2027-08-31,145,12067
c254c967,P003,S103,2027-09-01,356,1044
17b3d16e,P002,S102,2027-09-02,112,6283
72d0ab36,P003,S101,2027-09-03,294,44238
1515cbc6,P004,S103,2027-09-04,223,4406
b05ecdc1,P001,S103,2027-09-05,184,25963
4040e252,P005,S103,2027-09-06,161,1826
898b7540,P004,S102,2027-09-07,429,23712
bbf94785,P004,S101,2027-09-08,263,16092
00ec6533,P005,S104,2027-09-09,376,39238
7792ff81,P005,S103,2027-09-10,375,32887
fdeab5e1,P002,S101,2027-09-11,486,23435
c08ac778,P001,S101,2027-09-12,385,45674
cb6dba5b,P002,S101,2027-09-13,302,32972
7d1eba32,P003,S104,2027-09-14,30,42889
c858de57,P002,S103,2027-09-15,363,28635
dc43e6f5,P002,S101,2027-09-16,110,4067
d126ecfc,P002,S102,2027-09-17,140,20806
6a5b805f,P003,S102,2027-09-18,91,31814
bd8b8f6e,P004,S103,2027-09-19,182,22793
28963a5c,P005,S103,2027-09-20,496,26530
fa800433,P002,S104,2027-09-21,34,11243
35d4a574,P002,S102,2027-09-22,154,30616
d4e95af4,P001,S104,2027-09-23,19,31739
88496c93,P005,S103,2027-09-24,51,18450
06cff42b,P002,S102,2027-09-25,330,4860
6d5654d6,P005,S104,2027-09-26,28,34081
053eb072,P004,S102,2027-09-27,481,37177
ecf0e0c0,P002,S103,2027-09-28,349,49478
3af156b0,P002,S101,2027-09-29,418,37194
c24d6242,P004,S103,2027-09-30,254,47264
b08c2fb8,P003,S104,2027-10-01,284,20770
75a99ffe,P002,S104,2027-10-02,99,44054
feea4244,P005,S103,2027-10-03,63,3793
3aac5be5,P001,S104,2027-10-04,207,11732
8500e957,P002,S103,2027-10-05,137,34445
61b92192,P004,S104,2027-10-06,145,42378
845dfce5,P004,S102,2027-10-07,96,47444
83b888e3,P005,S101,2027-10-08,411,48618
0e2ddf62,P004,S101,2027-10-09,197,34680
f1496149,P002,S104,2027-10-10,398,42435
6c1775aa,P005,S102,2027-10-11,345,1637
ff198eb1,P004,S101,2027-10-12,377,44922
904bd7ba,P001,S103,2027-10-13,291,19463
3f91577b,P005,S103,2027-10-14,366,42822
471cb54b,P005,S104,2027-10-15,237,21033
c283bf2f,P003,S104,2027-10-16,53,25730
1acc7c1c,P001,S104,2027-10-17,330,4130
244d03b4,P001,S102,2027-10-18,169,8834
4a8b3285,P003,S101,2027-10-19,423,14584
d4bff3de,P001,S102,2027-10-20,32,31669
ef5071ab,P002,S104,2027-10-21,311,46672
31222eea,P003,S104,2027-10-22,396,4288
fedd5944,P004,S104,2027-10-23,159,34963
9d1d1fe9,P003,S104,2027-10-24,33,7922
5404eb6e,P001,S104,2027-10-25,480,10762
ca12bcd4,P004,S101,2027-10-26,360,30598
9c8ae63f,P004,S103,2027-10-27,97,38708
bb245c54,P001,S102,2027-10-28,365,22128
861d1de5,P002,S104,2027-10-29,464,34444
74e6b9af,P001,S102,2027-10-30,173,31703
b3f8f926,P001,S101,2027-10-31,398,15622
4dab1426,P003,S101,2027-11-01,410,32199
37b3f274,P001,S101,2027-11-02,450,43708
b26caf45,P002,S103,2027-11-03,135,19926
2665349e,P003,S101,2027-11-04,390,39819
9d82d808,P001,S101,2027-11-05,133,40628
be465210,P005,S101,2027-11-06,38,15086
09312d0f,P003,S101,2027-11-07,33,10386
1d244b7e,P004,S104,2027-11-08,202,43148
c646fef5,P003,S104,2027-11-09,200,18468
53b2bdaf,P004,S102,2027-11-10,49,23208
478dd916,P005,S102,2027-11-11,62,28198
3794a2e1,P001,S101,2027-11-12,91,9814
1989ddb1,P003,S102,2027-11-13,489,35284
1d84d232,P004,S102,2027-11-14,132,11179
a80ecbec,P001,S102,2027-11-15,462,26467
87548e2c,P005,S101,2027-11-16,279,23110
e464360b,P001,S104,2027-11-17,219,46311
8615d85c,P003,S103,2027-11-18,237,40073
aa51082d,P003,S104,2027-11-19,92,47014
e194923f,P001,S102,2027-11-20,428,36489
4af33c4e,P002,S102,2027-11-21,148,6501
2b80d5fa,P002,S102,2027-11-22,30,47815
12767d4e,P003,S103,2027-11-23,341,10223
f51c9bbc,P005,S102,2027-11-24,304,34660
7b93602a,P004,S104,2027-11-25,367,22194
fa328137,P003,S104,2027-11-26,162,39262
1f32dbed,P002,S101,2027-11-27,479,47622
dbe1f24b,P004,S102,2027-11-28,283,21558
9feb4df9,P001,S103,2027-11-29,61,37189
dd6de638,P005,S104,2027-11-30,496,31889
5667e628,P003,S104,2027-12-01,250,43474
6fa79a34,P001,S102,2027-12-02,17,42118
33cf887f,P001,S103,2027-12-03,120,40682
ca3dc073,P002,S104,2027-12-04,180,12539
0f12ac35,P001,S102,2027-12-05,488,7223
2c1edbcf,P005,S104,2027-12-06,349,28830
02503cfb,P004,S103,2027-12-07,277,22543
9f3f769e,P005,S102,2027-12-08,329,38878
a5e3b788,P001,S103,2027-12-09,13,45169
647888b7,P003,S103,2027-12-10,315,14422
58707535,P002,S101,2027-12-11,202,45645
768f6bb0,P001,S104,2027-12-12,497,11800
7d3360bb,P002,S101,2027-12-13,68,6793
01e35771,P003,S104,2027-12-14,158,43016
be065338,P003,S101,2027-12-15,325,8466
0635487e,P005,S104,2027-12-16,39,27472
2e5bfd67,P002,S102,2027-12-17,36,18569
73e588d7,P001,S101,2027-12-18,354,37610
ef85fc63,P002,S101,2027-12-19,448,16567
b695ca60,P001,S103,2027-12-20,52,21079
e61d87ae,P004,S102,2027-12-21,233,14379
75e87319,P003,S101,2027-12-22,187,20969
82c8ef78,P001,S101,2027-12-23,171,32968
7ef0be2a,P003,S102,2027-12-24,303,10595
7a679abb,P001,S103,2027-12-25,120,15798
6c597799,P002,S102,2027-12-26,319,39480
822c1f3b,P004,S104,2027-12-27,281,34222
0dc6deac,P005,S102,2027-12-28,475,26596
cca96fe0,P005,S102,2027-12-29,20,33484
b3ed3d5f,P005,S102,2027-12-30,303,9566
ee6529c0,P002,S101,2027-12-31,402,7912
605295f5,P004,S101,2028-01-01,352,40051
e5150b05,P001,S102,2028-01-02,90,30695
a7e55534,P001,S103,2028-01-03,340,2996
da6c575f,P001,S104,2028-01-04,279,1697
f33c762b,P004,S104,2028-01-05,229,34794
6ee3b358,P005,S102,2028-01-06,359,20929
dbd446f5,P001,S103,2028-01-07,445,11693
98d79174,P001,S102,2028-01-08,465,2022
3892f752,P001,S102,2028-01-09,50,49973
58e46861,P001,S101,2028-01-10,54,43779
4d2857dd,P004,S101,2028-01-11,498,11808
6a759cc5,P004,S102,2028-01-12,488,43990
d6c0f2de,P004,S103,2028-01-13,302,23903
a31fdc43,P005,S104,2028-01-14,494,22001
0dcfae89,P004,S103,2028-01-15,50,32408
88f8fbe8,P001,S102,2028-01-16,82,43498
ee5e47bd,P003,S104,2028-01-17,436,17453
4f30538c,P005,S102,2028-01-18,379,8468
e3fa3f95,P005,S104,2028-01-19,408,31027
6901259a,P004,S101,2028-01-20,109,17688
2644f4db,P002,S104,2028-01-21,59,3518
120e6567,P003,S103,2028-01-22,402,43039
cab587c9,P002,S102,2028-01-23,446,1842
f147dc6f,P002,S101,2028-01-24,89,37967
f591ac93,P003,S103,2028-01-25,486,12745
65f84b19,P005,S101,2028-01-26,407,46497
c14b3b09,P005,S104,2028-01-27,18,7586
7f543c76,P001,S103,2028-01-28,118,42274
68470a89,P003,S102,2028-01-29,326,7133
eb60845e,P003,S101,2028-01-30,64,34710
ff6935d4,P002,S102,2028-01-31,415,20570
2e114496,P002,S104,2028-02-01,364,19860
157128cc,P003,S101,2028-02-02,157,31435
8dba76e3,P004,S101,2028-02-03,242,6693
3f28c7cf,P003,S104,2028-02-04,148,13004
1f72a230,P003,S102,2028-02-05,111,35922
74c5b36b,P001,S103,2028-02-06,433,42843
fd51ed0d,P003,S102,2028-02-07,239,37563
3d4d91fd,P005,S102,2028-02-08,196,19407
0f2b9199,P005,S103,2028-02-09,96,7975
a1159af2,P001,S104,2028-02-10,447,27085
5551b179,P002,S101,2028-02-11,127,31062
d754b4c0,P001,S104,2028-02-12,471,34574
cae0aaa4,P003,S101,2028-02-13,84,25285
f69cdd00,P005,S104,2028-02-14,472,23969
bd82c35c,P002,S104,2028-02-15,58,44826
fea11ab8,P002,S101,2028-02-16,460,47845
38cecaf2,P001,S103,2028-02-17,269,1505
44aff1fa,P002,S102,2028-02-18,400,3940
e27ced49,P003,S103,2028-02-19,54,16747
371213b1,P002,S101,2028-02-20,235,13898
ba1a496a,P005,S102,2028-02-21,132,33402
4c5aafdf,P004,S101,2028-02-22,163,4844
739aacda,P001,S102,2028-02-23,400,19951
ac079a5e,P005,S104,2028-02-24,19,11359
b3f7915f,P001,S104,2028-02-25,385,30229
14623648,P004,S104,2028-02-26,439,3546
b14ce66a,P005,S104,2028-02-27,283,43738
43c1f0ff,P005,S104,2028-02-28,79,16575
0d538707,P003,S102,2028-02-29,341,6115
b227ba17,P003,S101,2028-03-01,485,23537
ab5e7db6,P002,S102,2028-03-02,495,18204
571d6183,P004,S104,2028-03-03,414,41020
1f209ad6,P003,S103,2028-03-04,210,19326
02ccb0c6,P002,S101,2028-03-05,390,5966
334dfeae,P005,S101,2028-03-06,159,17320
fa63b250,P002,S104,2028-03-07,345,22931
252efb0d,P005,S102,2028-03-08,242,25093
d91b6745,P004,S102,2028-03-09,60,26332
b04de295,P004,S104,2028-03-10,453,8672
aae2076d,P001,S101,2028-03-11,317,21559
e1d83dbc,P001,S104,2028-03-12,187,6196
6977e72b,P001,S103,2028-03-13,316,27944
ef4d68fc,P001,S101,2028-03-14,135,23456
edd4ceca,P005,S102,2028-03-15,184,37182
00a33052,P002,S104,2028-03-16,216,38969
45d70905,P004,S103,2028-03-17,161,20606
d9580484,P003,S103,2028-03-18,64,24708
46e9f47e,P005,S104,2028-03-19,212,47858
72245ebd,P004,S104,2028-03-20,260,5525
773966a6,P004,S102,2028-03-21,437,43895
9be1f832,P003,S103,2028-03-22,85,40563
84637c59,P001,S101,2028-03-23,33,3090
241a2f41,P002,S102,2028-03-24,112,17806
eac9a8c4,P005,S104,2028-03-25,116,9848
e5f5b494,P002,S101,2028-03-26,167,11203
47b2336d,P002,S103,2028-03-27,350,47938
22fa399a,P001,S103,2028-03-28,382,22624
1cae4242,P001,S103,2028-03-29,62,20398
2883ad51,P001,S101,2028-03-30,316,5035
5bb2fa72,P003,S101,2028-03-31,268,16016
5b285c98,P002,S102,2028-04-01,76,28260
60b76520,P002,S104,2028-04-02,453,37239
e9887ea7,P001,S102,2028-04-03,99,18351
9cfbc736,P002,S104,2028-04-04,329,38744
50de1e24,P005,S103,2028-04-05,399,31175
38e95e90,P002,S102,2028-04-06,238,6063
181b9207,P002,S104,2028-04-07,242,28414
937835f1,P001,S101,2028-04-08,52,40640
ca2f694d,P002,S101,2028-04-09,470,28599
4b312587,P004,S104,2028-04-10,386,14370
a44c0bce,P005,S104,2028-04-11,172,14477
f8250c33,P005,S101,2028-04-12,236,34045
2498358d,P002,S103,2028-04-13,264,13485
da283e9b,P005,S103,2028-04-14,344,26212
e29433a1,P004,S101,2028-04-15,275,42009
05434c50,P004,S103,2028-04-16,10,38493
78a8feba,P005,S101,2028-04-17,247,22846
71a7a51b,P001,S103,2028-04-18,412,48153
e597fb22,P004,S103,2028-04-19,338,34579
349d9dbb,P003,S102,2028-04-20,436,3353
8f600fdc,P002,S103,2028-04-21,267,8112
22cff832,P005,S101,2028-04-22,431,14463
cf0e1804,P002,S102,2028-04-23,95,38597
b5d53856,P001,S104,2028-04-24,145,13457
ac252ddc,P005,S102,2028-04-25,162,30496
6fd88ad5,P004,S101,2028-04-26,78,21906
d7712e78,P005,S102,2028-04-27,451,38735
930b48fb,P003,S104,2028-04-28,176,18162
efea38d1,P005,S103,2028-04-29,251,25731
2d08c111,P001,S102,2028-04-30,495,45278
30441837,P005,S104,2028-05-01,117,42464
f31ba688,P004,S102,2028-05-02,262,27091
06b07831,P003,S102,2028-05-03,170,47665
1328fddc,P004,S104,2028-05-04,296,3830
2dffa072,P001,S102,2028-05-05,206,31604
8951d4a2,P002,S103,2028-05-06,260,39751
c0bb351a,P002,S102,2028-05-07,412,7873
7c905592,P004,S103,2028-05-08,111,22018
7a024f9e,P002,S103,2028-05-09,324,1188
caa13143,P003,S103,2028-05-10,420,43276
96d1c7a8,P001,S102,2028-05-11,457,1678
b0f97e47,P003,S103,2028-05-12,158,22507
6b1cae5a,P002,S102,2028-05-13,153,48850
5efc2bf2,P001,S102,2028-05-14,248,14061
b71970cc,P001,S104,2028-05-15,346,37947
b3500fbf,P001,S102,2028-05-16,417,13616
ff276330,P003,S103,2028-05-17,144,44002
84cf25ed,P002,S103,2028-05-18,40,28225
fd8463ec,P003,S101,2028-05-19,18,21581
c6b09283,P003,S102,2028-05-20,152,24448
9592ad9a,P001,S101,2028-05-21,242,37384
07a7c0b0,P004,S101,2028-05-22,273,9489
9dcb1b75,P005,S101,2028-05-23,489,47226
c5b29d51,P005,S104,2028-05-24,134,44133
cacbf2b5,P004,S102,2028-05-25,482,1836
52795ae2,P002,S104,2028-05-26,276,15508
8ec29d97,P002,S103,2028-05-27,405,26717
f3cb751d,P004,S103,2028-05-28,51,32066
e68b96a1,P005,S101,2028-05-29,26,18813
17e54ded,P001,S102,2028-05-30,149,34265
722fc086,P001,S103,2028-05-31,152,11775
9e5013b6,P004,S101,2028-06-01,124,45897
0a3b1c51,P001,S103,2028-06-02,262,12674
b88178fb,P005,S104,2028-06-03,149,17425
b9cc3e9e,P002,S103,2028-06-04,99,3854
2893c079,P003,S104,2028-06-05,207,15644
9cee9c72,P005,S101,2028-06-06,268,37585
3ca4dabf,P002,S101,2028-06-07,164,49026
8e54f15a,P004,S104,2028-06-08,156,6003
45b0b37d,P004,S102,2028-06-09,381,46631
e8ef5783,P001,S102,2028-06-10,451,48668
209f7e0d,P005,S104,2028-06-11,361,28697
31043a91,P005,S102,2028-06-12,364,40506
912a1f78,P002,S103,2028-06-13,334,16776
1cbc9816,P005,S102,2028-06-14,492,26151
8166ef1f,P005,S101,2028-06-15,354,40071
a380170e,P004,S102,2028-06-16,432,22411
7cb9892d,P002,S101,2028-06-17,363,48929
13168385,P001,S104,2028-06-18,454,26244
aaee360b,P002,S101,2028-06-19,451,30164
2e25b9d8,P003,S101,2028-06-20,378,27791
61f006b6,P005,S101,2028-06-21,192,33007
a81eb4e4,P004,S101,2028-06-22,457,29000
0e3e2065,P001,S101,2028-06-23,353,10876
def8dabf,P004,S104,2028-06-24,264,18377
77c8e8be,P001,S101,2028-06-25,214,38995
56b909a8,P001,S101,2028-06-26,149,28184
c3814e70,P003,S104,2028-06-27,253,44103
c65c7133,P005,S102,2028-06-28,356,17737
dcc11af1,P002,S101,2028-06-29,306,24512
d1994280,P003,S103,2028-06-30,338,33948
b9615023,P003,S103,2028-07-01,384,34741
2e2b6c5e,P004,S103,2028-07-02,168,30516
a490538b,P003,S102,2028-07-03,41,30638
065bfd0b,P001,S102,2028-07-04,322,3125
99babf51,P001,S103,2028-07-05,402,14865
a9879214,P004,S101,2028-07-06,483,41942
5df0f3db,P005,S103,2028-07-07,401,24728
13f671e0,P002,S103,2028-07-08,94,10170
3e104b0e,P001,S103,2028-07-09,318,48314
30827cee,P003,S104,2028-07-10,237,11906
ae0f1d0b,P001,S102,2028-07-11,455,21379
1c6f2d78,P002,S101,2028-07-12,290,46381
bbc795b4,P001,S101,2028-07-13,392,11455
f6826fff,P003,S102,2028-07-14,251,16405
08658dee,P002,S101,2028-07-15,316,13852
4dcbef4c,P002,S101,2028-07-16,373,46489
72e8e629,P002,S102,2028-07-17,401,1934
cf5b2262,P001,S103,2028-07-18,337,36345
1dd067e7,P003,S101,2028-07-19,39,40098
a96e43e2,P002,S102,2028-07-20,408,25614
271c0671,P002,S102,2028-07-21,426,32040
4989ab54,P002,S104,2028-07-22,439,11451
2f52d6fd,P003,S102,2028-07-23,318,40669
9c974349,P003,S101,2028-07-24,13,14606
c7c7aab2,P002,S104,2028-07-25,66,6584
a3544fad,P001,S104,2028-07-26,271,11237
45bdc14d,P002,S103,2028-07-27,66,30770
1a436c2d,P002,S102,2028-07-28,461,5511
70d28454,P003,S103,2028-07-29,14,43731
e832f698,P005,S102,2028-07-30,481,46621
1d95e4fc,P005,S103,2028-07-31,217,12104
c9d0ff26,P003,S104,2028-08-01,323,11692
c296c8db,P003,S103,2028-08-02,157,7278
c2f9a52e,P002,S103,2028-08-03,19,1339
199869f0,P001,S103,2028-08-04,72,37994
4af6b84d,P003,S102,2028-08-05,307,21635
32b322e9,P003,S104,2028-08-06,248,37712
ee4bf567,P005,S103,2028-08-07,66,49052
9af79a14,P001,S101,2028-08-08,321,10780
9807c11f,P004,S101,2028-08-09,208,5861
b1aee39c,P001,S104,2028-08-10,155,1384
794ff03f,P002,S104,2028-08-11,181,6058
913443bf,P005,S103,2028-08-12,23,4420
c4c9867a,P001,S102,2028-08-13,198,32953
7196d297,P002,S102,2028-08-14,11,44148
06b25a70,P001,S101,2028-08-15,424,10462
003c59f7,P003,S104,2028-08-16,183,19478
e629d941,P004,S104,2028-08-17,363,35233
ce0d0515,P003,S102,2028-08-18,299,36511
c5dfaf94,P004,S104,2028-08-19,45,39215
971b46aa,P005,S101,2028-08-20,206,46039
b96aea5c,P002,S104,2028-08-21,239,5007
e558ce85,P004,S104,2028-08-22,134,21030
bbbcd9dc,P002,S104,2028-08-23,52,43494
14f31f28,P001,S103,2028-08-24,306,43815
f9108e03,P004,S103,2028-08-25,134,15568
b903a105,P001,S101,2028-08-26,378,11009
f68c0146,P001,S104,2028-08-27,270,49323
00b41bac,P001,S101,2028-08-28,147,30164
792e4fda,P003,S102,2028-08-29,156,31673
1d0fa7b5,P003,S103,2028-08-30,28,12655
e64ce3d3,P005,S102,2028-08-31,426,47707
f8ee7284,P002,S103,2028-09-01,371,16139
25d50ba8,P002,S104,2028-09-02,333,23721
040762b7,P003,S104,2028-09-03,349,9946
ff6e72d2,P002,S104,2028-09-04,128,29246
0e82446f,P002,S103,2028-09-05,259,19878
5dd98e4a,P003,S101,2028-09-06,155,37504
c9f3320b,P002,S104,2028-09-07,404,21245
8cb91918,P001,S103,2028-09-08,403,35072
be43dc73,P004,S101,2028-09-09,356,14028
b77a9e8b,P004,S103,2028-09-10,397,1588
c7d29fb2,P005,S104,2028-09-11,156,12588
65227f8a,P003,S103,2028-09-12,219,16501
ee4eb876,P005,S104,2028-09-13,452,28796
c4fd7dd6,P005,S103,2028-09-14,124,12981
ed17d180,P004,S103,2028-09-15,239,19376
13eba18b,P002,S103,2028-09-16,377,21217
03a3089a,P002,S103,2028-09-17,424,45509
fdbe001b,P003,S102,2028-09-18,131,31149
7a3d653b,P001,S104,2028-09-19,12,19689
27e9528b,P001,S101,2028-09-20,66,5125
223900b2,P003,S104,2028-09-21,61,21409
6c96dc3b,P003,S101,2028-09-22,488,28226
769625fe,P002,S102,2028-09-23,475,39729
f7dd31e7,P003,S104,2028-09-24,19,24135
50f0d389,P003,S103,2028-09-25,39,7958
6fc4903e,P002,S104,2028-09-26,326,2202
ffb1669d,P004,S104,2028-09-27,441,36050
5c4ae191,P001,S103,2028-09-28,455,3994
534c82ea,P002,S102,2028-09-29,275,10253
3a43def0,P001,S104,2028-09-30,408,10714
fe1cced2,P004,S103,2028-10-01,425,49276
3df5fb9a,P005,S101,2028-10-02,57,29218
49819ea5,P004,S103,2028-10-03,115,33516
a24e6379,P002,S103,2028-10-04,41,40397
b19b1498,P005,S104,2028-10-05,143,45943
32bcb063,P005,S103,2028-10-06,415,29733
bf33c647,P004,S103,2028-10-07,157,27603
99eea0b7,P001,S103,2028-10-08,388,19137
a0f29c60,P003,S101,2028-10-09,235,36354
cdd2ce02,P004,S104,2028-10-10,212,10002
e1d87fa4,P002,S102,2028-10-11,402,31216
ac04a51c,P003,S104,2028-10-12,94,9647
8ca86c71,P001,S102,2028-10-13,435,48138
f125ffa0,P002,S103,2028-10-14,337,17520
f8708863,P001,S104,2028-10-15,109,10842
db7ec8a4,P001,S102,2028-10-16,168,28068
e219e663,P004,S102,2028-10-17,303,16549
400a7d9a,P001,S101,2028-10-18,302,32447
6c967cc3,P003,S103,2028-10-19,482,3599
b9038245,P001,S103,2028-10-20,458,3700
1ce97798,P001,S101,2028-10-21,437,33472
90730ca2,P003,S101,2028-10-22,370,13950
e36867af,P002,S101,2028-10-23,469,12289
a771022d,P001,S101,2028-10-24,255,20180
4f03d7e4,P001,S102,2028-10-25,157,5334
de65b1e8,P004,S102,2028-10-26,483,49968
25af76a5,P003,S102,2028-10-27,102,42948
144a16d8,P003,S101,2028-10-28,105,29728
f7278ccd,P004,S104,2028-10-29,152,19637
524e5298,P005,S102,2028-10-30,429,49222
48639da0,P004,S103,2028-10-31,161,19237
8b9fab0a,P004,S103,2028-11-01,162,14999
cee86858,P002,S101,2028-11-02,368,48105
6dbf56c2,P001,S102,2028-11-03,384,26811
25d0d645,P001,S103,2028-11-04,38,16443
2799393d,P003,S102,2028-11-05,332,1016
823e32e7,P003,S102,2028-11-06,57,15390
8805d27a,P002,S104,2028-11-07,83,27088
4421eb7a,P003,S101,2028-11-08,142,28218
58caa70c,P003,S101,2028-11-09,332,35634
9363ae67,P003,S103,2028-11-10,223,10464
63845cce,P004,S103,2028-11-11,111,19060
863a3ac3,P001,S103,2028-11-12,426,48439
c310276b,P002,S102,2028-11-13,138,47989
d30b6a1c,P001,S103,2028-11-14,38,48463
c8f78a29,P004,S102,2028-11-15,403,31250
769a3b3c,P005,S101,2028-11-16,142,20011
fbd5655a,P005,S102,2028-11-17,101,18823
44bce8ea,P005,S103,2028-11-18,202,5127
d05a1813,P004,S104,2028-11-19,397,22291
21b8824c,P002,S101,2028-11-20,280,19477
dbb116ba,P004,S104,2028-11-21,220,12443
63946111,P003,S101,2028-11-22,426,16025
f609862e,P002,S104,2028-11-23,209,15658
f338041c,P002,S103,2028-11-24,127,41671
f6e7f416,P005,S104,2028-11-25,245,14776
44de5be2,P003,S103,2028-11-26,491,2291
